drug_a,drug_b,cell_line,synergy
216453,9826528,OCUB-M,1
216453,9826528,OV-90,0
216453,9826528,OVCAR-3,0
216453,9826528,PA-1,1
216453,9826528,RKO,1
216453,9826528,RPMI-7951,1
216453,9826528,SK-MEL-30,1
216453,9826528,SK-MES-1,1
216453,9826528,SK-OV-3,1
216453,9826528,SW620,1
216453,9826528,SW837,0
216453,9826528,T47D,0
216453,9826528,UACC-62,0
216453,9826528,VCAP,1
216453,9887053,A2058,0
216453,9887053,A2780,0
216453,9887053,A375,0
216453,9887053,A427,0
216453,9887053,COLO-320-HSR,0
216453,9887053,EFM-192A,0
216453,9887053,ES-2,0
216453,9887053,HCT-116,0
216453,9887053,HT-144,0
216453,9887053,HT-29,1
216453,9887053,LNCaP-Clone-FGC,0
216453,9887053,LOVO,0
216453,9887053,MDA-MB-436,0
216453,9887053,MSTO-211H,0
216453,9887053,NCI-H1650,0
216453,9887053,NCI-H2122,0
216453,9887053,NCI-H23,0
216453,9887053,NCI-H520,0
216453,9887053,OCUB-M,1
216453,9887053,OV-90,0
216453,9887053,OVCAR-3,0
216453,9887053,PA-1,0
216453,9887053,RKO,0
216453,9887053,RPMI-7951,0
216453,9887053,SK-MEL-30,0
216453,9887053,SK-MES-1,0
216453,9887053,SK-OV-3,0
216453,9887053,SW620,0
216453,9887053,SW837,0
216453,9887053,T47D,0
216453,9887053,UACC-62,0
216453,9887053,VCAP,1
24748204,104842,A2058,0
24748204,104842,A2780,0
24748204,104842,A375,0
24748204,104842,A427,0
24748204,104842,COLO-320-HSR,0
24748204,104842,EFM-192A,0
24748204,104842,ES-2,0
24748204,104842,HCT-116,0
24748204,104842,HT-144,0
24748204,104842,HT-29,0
24748204,104842,LNCaP-Clone-FGC,0
24748204,104842,LOVO,0
24748204,104842,MDA-MB-436,0
24748204,104842,MSTO-211H,0
24748204,104842,NCI-H1650,0
24748204,104842,NCI-H2122,0
24748204,104842,NCI-H23,1
24748204,104842,NCI-H520,0
24748204,104842,OCUB-M,0
24748204,104842,OV-90,0
24748204,104842,OVCAR-3,0
24748204,104842,PA-1,0
24748204,104842,RKO,0
24748204,104842,RPMI-7951,1
24748204,104842,SK-MEL-30,0
24748204,104842,SK-MES-1,0
24748204,104842,SK-OV-3,0
24748204,104842,SW620,0
24748204,104842,SW837,0
24748204,104842,T47D,0
24748204,104842,UACC-62,0
24748204,104842,VCAP,0
24748204,11520894,A2058,1
24748204,11520894,A2780,1
24748204,11520894,A375,1
24748204,11520894,A427,1
24748204,11520894,COLO-320-HSR,0
24748204,11520894,EFM-192A,1
24748204,11520894,ES-2,0
24748204,11520894,HCT-116,0
24748204,11520894,HT-144,0
24748204,11520894,HT-29,1
24748204,11520894,LNCaP-Clone-FGC,0
24748204,11520894,LOVO,1
24748204,11520894,MDA-MB-436,0
24748204,11520894,MSTO-211H,1
24748204,11520894,NCI-H1650,1
24748204,11520894,NCI-H2122,0
24748204,11520894,NCI-H23,1
24748204,11520894,NCI-H520,0
24748204,11520894,OCUB-M,1
24748204,11520894,OV-90,1
24748204,11520894,OVCAR-3,1
24748204,11520894,PA-1,0
24748204,11520894,RKO,1
24748204,11520894,RPMI-7951,1
24748204,11520894,SK-MEL-30,1
24748204,11520894,SK-MES-1,0
24748204,11520894,SK-OV-3,1
24748204,11520894,SW620,1
24748204,11520894,SW837,1
24748204,11520894,T47D,1
24748204,11520894,UACC-62,1
24748204,11520894,VCAP,1
24748204,11977753,A2058,1
24748204,11977753,A2780,1
24748204,11977753,A375,1
24748204,11977753,A427,1
24748204,11977753,COLO-320-HSR,0
24748204,11977753,EFM-192A,1
24748204,11977753,ES-2,1
24748204,11977753,HCT-116,1
24748204,11977753,HT-144,0
24748204,11977753,HT-29,1
24748204,11977753,LNCaP-Clone-FGC,0
24748204,11977753,LOVO,1
24748204,11977753,MDA-MB-436,1
24748204,11977753,MSTO-211H,1
24748204,11977753,NCI-H1650,1
24748204,11977753,NCI-H2122,0
24748204,11977753,NCI-H23,0
24748204,11977753,NCI-H520,1
24748204,11977753,OCUB-M,0
24748204,11977753,OV-90,1
24748204,11977753,OVCAR-3,1
24748204,11977753,PA-1,1
24748204,11977753,RKO,1
24748204,11977753,RPMI-7951,0
24748204,11977753,SK-MEL-30,1
24748204,11977753,SK-MES-1,1
24748204,11977753,SK-OV-3,1
24748204,11977753,SW620,1
24748204,11977753,SW837,1
24748204,11977753,T47D,1
24748204,11977753,UACC-62,1
24748204,11977753,VCAP,1
24748204,16224745,A2058,0
24748204,16224745,A2780,1
24748204,16224745,A375,0
24748204,16224745,A427,0
24748204,16224745,COLO-320-HSR,0
24748204,16224745,EFM-192A,1
24748204,16224745,ES-2,0
24748204,16224745,HCT-116,0
24748204,16224745,HT-144,0
24748204,16224745,HT-29,0
24748204,16224745,LNCaP-Clone-FGC,0
24748204,16224745,LOVO,0
24748204,16224745,MDA-MB-436,0
24748204,16224745,MSTO-211H,0
24748204,16224745,NCI-H1650,0
24748204,16224745,NCI-H2122,0
24748204,16224745,NCI-H23,1
24748204,16224745,NCI-H520,0
24748204,16224745,OCUB-M,0
24748204,16224745,OV-90,0
24748204,16224745,OVCAR-3,1
24748204,16224745,PA-1,0
24748204,16224745,RKO,1
24748204,16224745,RPMI-7951,0
24748204,16224745,SK-MEL-30,1
24748204,16224745,SK-MES-1,0
24748204,16224745,SK-OV-3,1
24748204,16224745,SW620,0
24748204,16224745,SW837,0
24748204,16224745,T47D,0
24748204,16224745,UACC-62,0
24748204,16224745,VCAP,0
24748204,176870,A2058,0
24748204,176870,A2780,0
24748204,176870,A375,1
24748204,176870,A427,0
24748204,176870,COLO-320-HSR,1
24748204,176870,EFM-192A,0
24748204,176870,ES-2,1
24748204,176870,HCT-116,1
24748204,176870,HT-144,1
24748204,176870,HT-29,0
24748204,176870,LNCaP-Clone-FGC,0
24748204,176870,LOVO,1
24748204,176870,MDA-MB-436,0
24748204,176870,MSTO-211H,1
24748204,176870,NCI-H1650,0
24748204,176870,NCI-H2122,0
24748204,176870,NCI-H23,1
24748204,176870,NCI-H520,0
24748204,176870,OCUB-M,0
24748204,176870,OV-90,0
24748204,176870,OVCAR-3,1
24748204,176870,PA-1,1
24748204,176870,RKO,0
24748204,176870,RPMI-7951,0
24748204,176870,SK-MEL-30,1
24748204,176870,SK-MES-1,1
24748204,176870,SK-OV-3,1
24748204,176870,SW620,0
24748204,176870,SW837,1
24748204,176870,T47D,1
24748204,176870,UACC-62,1
24748204,176870,VCAP,1
24748204,216239,A2058,0
24748204,216239,A2780,0
24748204,216239,A375,1
24748204,216239,A427,0
24748204,216239,COLO-320-HSR,0
24748204,216239,EFM-192A,0
24748204,216239,ES-2,0
24748204,216239,HCT-116,1
24748204,216239,HT-144,0
24748204,216239,HT-29,0
24748204,216239,LNCaP-Clone-FGC,0
24748204,216239,LOVO,0
24748204,216239,MDA-MB-436,0
24748204,216239,MSTO-211H,0
24748204,216239,NCI-H1650,1
24748204,216239,NCI-H2122,0
24748204,216239,NCI-H23,0
24748204,216239,NCI-H520,0
24748204,216239,OCUB-M,0
24748204,216239,OV-90,0
24748204,216239,OVCAR-3,0
24748204,216239,PA-1,0
24748204,216239,RKO,1
24748204,216239,RPMI-7951,0
24748204,216239,SK-MEL-30,0
24748204,216239,SK-MES-1,0
24748204,216239,SK-OV-3,1
24748204,216239,SW620,0
24748204,216239,SW837,0
24748204,216239,T47D,0
24748204,216239,UACC-62,0
24748204,216239,VCAP,0
24748204,24958200,A2058,1
24748204,24958200,A2780,1
24748204,24958200,A375,1
24748204,24958200,A427,1
24748204,24958200,COLO-320-HSR,0
24748204,24958200,EFM-192A,1
24748204,24958200,ES-2,1
24748204,24958200,HCT-116,1
24748204,24958200,HT-144,0
24748204,24958200,HT-29,1
24748204,24958200,LNCaP-Clone-FGC,0
24748204,24958200,LOVO,0
24748204,24958200,MDA-MB-436,1
24748204,24958200,MSTO-211H,0
24748204,24958200,NCI-H1650,0
24748204,24958200,NCI-H2122,1
24748204,24958200,NCI-H23,1
24748204,24958200,NCI-H520,0
24748204,24958200,OCUB-M,1
24748204,24958200,OV-90,0
24748204,24958200,OVCAR-3,1
24748204,24958200,PA-1,1
24748204,24958200,RKO,1
24748204,24958200,RPMI-7951,1
24748204,24958200,SK-MEL-30,1
24748204,24958200,SK-MES-1,0
24748204,24958200,SK-OV-3,1
24748204,24958200,SW620,1
24748204,24958200,SW837,0
24748204,24958200,T47D,1
24748204,24958200,UACC-62,1
24748204,24958200,VCAP,0
24748204,3062316,A2058,1
24748204,3062316,A2780,1
24748204,3062316,A375,1
24748204,3062316,A427,1
24748204,3062316,COLO-320-HSR,0
24748204,3062316,EFM-192A,1
24748204,3062316,ES-2,0
24748204,3062316,HCT-116,1
24748204,3062316,HT-144,0
24748204,3062316,HT-29,1
24748204,3062316,LNCaP-Clone-FGC,0
24748204,3062316,LOVO,1
24748204,3062316,MDA-MB-436,1
24748204,3062316,MSTO-211H,1
24748204,3062316,NCI-H1650,1
24748204,3062316,NCI-H2122,0
24748204,3062316,NCI-H23,1
24748204,3062316,NCI-H520,1
24748204,3062316,OCUB-M,0
24748204,3062316,OV-90,0
24748204,3062316,OVCAR-3,1
24748204,3062316,PA-1,1
24748204,3062316,RKO,1
24748204,3062316,RPMI-7951,1
24748204,3062316,SK-MEL-30,0
24748204,3062316,SK-MES-1,0
24748204,3062316,SK-OV-3,1
24748204,3062316,SW620,1
24748204,3062316,SW837,1
24748204,3062316,T47D,0
24748204,3062316,UACC-62,1
24748204,3062316,VCAP,1
24748204,387447,A2058,0
24748204,387447,A2780,0
24748204,387447,A375,0
24748204,387447,A427,0
24748204,387447,COLO-320-HSR,0
24748204,387447,EFM-192A,0
24748204,387447,ES-2,0
24748204,387447,HCT-116,0
24748204,387447,HT-144,0
24748204,387447,HT-29,0
24748204,387447,LNCaP-Clone-FGC,0
24748204,387447,LOVO,0
24748204,387447,MDA-MB-436,0
24748204,387447,MSTO-211H,1
24748204,387447,NCI-H1650,0
24748204,387447,NCI-H2122,0
24748204,387447,NCI-H23,0
24748204,387447,NCI-H520,0
24748204,387447,OCUB-M,0
24748204,387447,OV-90,0
24748204,387447,OVCAR-3,0
24748204,387447,PA-1,0
24748204,387447,RKO,1
24748204,387447,RPMI-7951,0
24748204,387447,SK-MEL-30,0
24748204,387447,SK-MES-1,0
24748204,387447,SK-OV-3,1
24748204,387447,SW620,0
24748204,387447,SW837,0
24748204,387447,T47D,0
24748204,387447,UACC-62,0
24748204,387447,VCAP,0
24748204,45480520,A2058,1
24748204,45480520,A2780,0
24748204,45480520,A375,1
24748204,45480520,A427,0
24748204,45480520,COLO-320-HSR,0
24748204,45480520,EFM-192A,1
24748204,45480520,ES-2,1
24748204,45480520,HCT-116,1
24748204,45480520,HT-144,1
24748204,45480520,HT-29,0
24748204,45480520,LNCaP-Clone-FGC,0
24748204,45480520,LOVO,0
24748204,45480520,MDA-MB-436,0
24748204,45480520,MSTO-211H,0
24748204,45480520,NCI-H1650,0
24748204,45480520,NCI-H2122,1
24748204,45480520,NCI-H23,0
24748204,45480520,NCI-H520,0
24748204,45480520,OCUB-M,1
24748204,45480520,OV-90,0
24748204,45480520,OVCAR-3,1
24748204,45480520,PA-1,0
24748204,45480520,RKO,1
24748204,45480520,RPMI-7951,0
24748204,45480520,SK-MEL-30,1
24748204,45480520,SK-MES-1,0
24748204,45480520,SK-OV-3,1
24748204,45480520,SW620,0
24748204,45480520,SW837,0
24748204,45480520,T47D,0
24748204,45480520,UACC-62,1
24748204,45480520,VCAP,0
24748204,46926350,A2058,0
24748204,46926350,A2780,0
24748204,46926350,A375,0
24748204,46926350,A427,0
24748204,46926350,COLO-320-HSR,0
24748204,46926350,EFM-192A,0
24748204,46926350,ES-2,0
24748204,46926350,HCT-116,0
24748204,46926350,HT-144,0
24748204,46926350,HT-29,0
24748204,46926350,LNCaP-Clone-FGC,0
24748204,46926350,LOVO,0
24748204,46926350,MDA-MB-436,0
24748204,46926350,MSTO-211H,0
24748204,46926350,NCI-H1650,0
24748204,46926350,NCI-H2122,0
24748204,46926350,NCI-H23,0
24748204,46926350,NCI-H520,0
24748204,46926350,OCUB-M,0
24748204,46926350,OV-90,0
24748204,46926350,OVCAR-3,0
24748204,46926350,PA-1,0
24748204,46926350,RKO,0
24748204,46926350,RPMI-7951,0
24748204,46926350,SK-MEL-30,0
24748204,46926350,SK-MES-1,0
24748204,46926350,SK-OV-3,0
24748204,46926350,SW620,0
24748204,46926350,SW837,0
24748204,46926350,T47D,0
24748204,46926350,UACC-62,0
24748204,46926350,VCAP,0
24748204,46930998,A2058,0
24748204,46930998,A2780,1
24748204,46930998,A375,0
24748204,46930998,A427,0
24748204,46930998,COLO-320-HSR,1
24748204,46930998,EFM-192A,0
24748204,46930998,ES-2,0
24748204,46930998,HCT-116,1
24748204,46930998,HT-144,0
24748204,46930998,HT-29,1
24748204,46930998,LNCaP-Clone-FGC,0
24748204,46930998,LOVO,1
24748204,46930998,MDA-MB-436,0
24748204,46930998,MSTO-211H,1
24748204,46930998,NCI-H1650,0
24748204,46930998,NCI-H2122,0
24748204,46930998,NCI-H23,1
24748204,46930998,NCI-H520,1
24748204,46930998,OCUB-M,0
24748204,46930998,OV-90,0
24748204,46930998,OVCAR-3,0
24748204,46930998,PA-1,1
24748204,46930998,RKO,0
24748204,46930998,RPMI-7951,0
24748204,46930998,SK-MEL-30,0
24748204,46930998,SK-MES-1,1
24748204,46930998,SK-OV-3,1
24748204,46930998,SW620,0
24748204,46930998,SW837,0
24748204,46930998,T47D,0
24748204,46930998,UACC-62,1
24748204,46930998,VCAP,1
24748204,5288382,A2058,0
24748204,5288382,A2780,0
24748204,5288382,A375,0
24748204,5288382,A427,1
24748204,5288382,COLO-320-HSR,0
24748204,5288382,EFM-192A,0
24748204,5288382,ES-2,0
24748204,5288382,HCT-116,0
24748204,5288382,HT-144,0
24748204,5288382,HT-29,0
24748204,5288382,LNCaP-Clone-FGC,0
24748204,5288382,LOVO,0
24748204,5288382,MDA-MB-436,1
24748204,5288382,MSTO-211H,0
24748204,5288382,NCI-H1650,0
24748204,5288382,NCI-H2122,0
24748204,5288382,NCI-H23,0
24748204,5288382,NCI-H520,0
24748204,5288382,OCUB-M,0
24748204,5288382,OV-90,0
24748204,5288382,OVCAR-3,0
24748204,5288382,PA-1,0
24748204,5288382,RKO,1
24748204,5288382,RPMI-7951,0
24748204,5288382,SK-MEL-30,0
24748204,5288382,SK-MES-1,0
24748204,5288382,SK-OV-3,0
24748204,5288382,SW620,0
24748204,5288382,SW837,0
24748204,5288382,T47D,1
24748204,5288382,UACC-62,1
24748204,5288382,VCAP,0
24748204,60700,A2058,1
24748204,60700,A2780,0
24748204,60700,A375,1
24748204,60700,A427,0
24748204,60700,COLO-320-HSR,0
24748204,60700,EFM-192A,0
24748204,60700,ES-2,1
24748204,60700,HCT-116,1
24748204,60700,HT-144,0
24748204,60700,HT-29,1
24748204,60700,LNCaP-Clone-FGC,0
24748204,60700,LOVO,0
24748204,60700,MDA-MB-436,1
24748204,60700,MSTO-211H,1
24748204,60700,NCI-H1650,0
24748204,60700,NCI-H2122,0
24748204,60700,NCI-H23,1
24748204,60700,NCI-H520,0
24748204,60700,OCUB-M,0
24748204,60700,OV-90,1
24748204,60700,OVCAR-3,0
24748204,60700,PA-1,0
24748204,60700,RKO,1
24748204,60700,RPMI-7951,1
24748204,60700,SK-MEL-30,1
24748204,60700,SK-MES-1,1
24748204,60700,SK-OV-3,1
24748204,60700,SW620,1
24748204,60700,SW837,0
24748204,60700,T47D,0
24748204,60700,UACC-62,0
24748204,60700,VCAP,0
24748204,9887053,A2058,0
24748204,9887053,A2780,0
24748204,9887053,A375,0
24748204,9887053,A427,0
24748204,9887053,COLO-320-HSR,0
24748204,9887053,EFM-192A,0
24748204,9887053,ES-2,0
24748204,9887053,HCT-116,0
24748204,9887053,HT-144,0
24748204,9887053,HT-29,0
24748204,9887053,LNCaP-Clone-FGC,0
24748204,9887053,LOVO,0
24748204,9887053,MDA-MB-436,0
24748204,9887053,MSTO-211H,0
24748204,9887053,NCI-H1650,0
24748204,9887053,NCI-H2122,0
24748204,9887053,NCI-H23,0
24748204,9887053,NCI-H520,0
24748204,9887053,OCUB-M,0
24748204,9887053,OV-90,0
24748204,9887053,OVCAR-3,0
24748204,9887053,PA-1,0
24748204,9887053,RKO,0
24748204,9887053,RPMI-7951,0
24748204,9887053,SK-MEL-30,0
24748204,9887053,SK-MES-1,0
24748204,9887053,SK-OV-3,0
24748204,9887053,SW620,0
24748204,9887053,SW837,0
24748204,9887053,T47D,1
24748204,9887053,UACC-62,0
24748204,9887053,VCAP,0
24856436,104842,A2058,0
24856436,104842,A2780,0
24856436,104842,A375,0
24856436,104842,A427,0
24856436,104842,COLO-320-HSR,0
24856436,104842,EFM-192A,0
24856436,104842,ES-2,0
24856436,104842,HCT-116,0
24856436,104842,HT-144,0
24856436,104842,HT-29,0
24856436,104842,LNCaP-Clone-FGC,0
24856436,104842,LOVO,0
24856436,104842,MDA-MB-436,0
24856436,104842,MSTO-211H,1
24856436,104842,NCI-H1650,1
24856436,104842,NCI-H2122,0
24856436,104842,NCI-H23,0
24856436,104842,NCI-H520,0
24856436,104842,OCUB-M,0
24856436,104842,OV-90,0
24856436,104842,OVCAR-3,1
24856436,104842,PA-1,1
24856436,104842,RKO,0
24856436,104842,RPMI-7951,0
24856436,104842,SK-MEL-30,0
24856436,104842,SK-MES-1,1
24856436,104842,SK-OV-3,1
24856436,104842,SW620,0
24856436,104842,SW837,1
24856436,104842,T47D,0
24856436,104842,UACC-62,1
24856436,104842,VCAP,0
24856436,11520894,A2058,1
24856436,11520894,A2780,1
24856436,11520894,A375,1
24856436,11520894,A427,1
24856436,11520894,COLO-320-HSR,1
24856436,11520894,EFM-192A,1
24856436,11520894,ES-2,1
24856436,11520894,HCT-116,0
24856436,11520894,HT-144,1
24856436,11520894,HT-29,1
24856436,11520894,LNCaP-Clone-FGC,1
24856436,11520894,LOVO,1
24856436,11520894,MDA-MB-436,1
24856436,11520894,MSTO-211H,1
24856436,11520894,NCI-H1650,1
24856436,11520894,NCI-H2122,1
24856436,11520894,NCI-H23,1
24856436,11520894,NCI-H520,1
24856436,11520894,OCUB-M,1
24856436,11520894,OV-90,1
24856436,11520894,OVCAR-3,1
24856436,11520894,PA-1,1
24856436,11520894,RKO,1
24856436,11520894,RPMI-7951,1
24856436,11520894,SK-MEL-30,1
24856436,11520894,SK-MES-1,1
24856436,11520894,SK-OV-3,1
24856436,11520894,SW620,1
24856436,11520894,SW837,1
24856436,11520894,T47D,1
24856436,11520894,UACC-62,1
24856436,11520894,VCAP,1
24856436,176870,A2058,0
24856436,176870,A2780,0
24856436,176870,A375,1
24856436,176870,A427,0
24856436,176870,COLO-320-HSR,0
24856436,176870,EFM-192A,0
24856436,176870,ES-2,0
24856436,176870,HCT-116,0
24856436,176870,HT-144,1
24856436,176870,HT-29,0
24856436,176870,LNCaP-Clone-FGC,0
24856436,176870,LOVO,1
24856436,176870,MDA-MB-436,0
24856436,176870,MSTO-211H,0
24856436,176870,NCI-H1650,1
24856436,176870,NCI-H2122,0
24856436,176870,NCI-H23,0
24856436,176870,NCI-H520,0
24856436,176870,OCUB-M,1
24856436,176870,OV-90,0
24856436,176870,OVCAR-3,1
24856436,176870,PA-1,0
24856436,176870,RKO,0
24856436,176870,RPMI-7951,1
24856436,176870,SK-MEL-30,0
24856436,176870,SK-MES-1,1
24856436,176870,SK-OV-3,1
24856436,176870,SW620,0
24856436,176870,SW837,1
24856436,176870,T47D,0
24856436,176870,UACC-62,1
24856436,176870,VCAP,0
24856436,208908,A2058,0
24856436,208908,A2780,1
24856436,208908,A375,1
24856436,208908,A427,0
24856436,208908,COLO-320-HSR,0
24856436,208908,EFM-192A,1
24856436,208908,ES-2,1
24856436,208908,HCT-116,1
24856436,208908,HT-144,1
24856436,208908,HT-29,0
24856436,208908,LNCaP-Clone-FGC,0
24856436,208908,LOVO,1
24856436,208908,MDA-MB-436,1
24856436,208908,MSTO-211H,0
24856436,208908,NCI-H1650,1
24856436,208908,NCI-H2122,0
24856436,208908,NCI-H23,0
24856436,208908,NCI-H520,0
24856436,208908,OCUB-M,1
24856436,208908,OV-90,0
24856436,208908,OVCAR-3,1
24856436,208908,PA-1,1
24856436,208908,RKO,0
24856436,208908,RPMI-7951,1
24856436,208908,SK-MEL-30,0
24856436,208908,SK-MES-1,1
24856436,208908,SK-OV-3,1
24856436,208908,SW620,0
24856436,208908,SW837,1
24856436,208908,T47D,0
24856436,208908,UACC-62,1
24856436,208908,VCAP,1
24856436,216239,A2058,0
24856436,216239,A2780,0
24856436,216239,A375,0
24856436,216239,A427,0
24856436,216239,COLO-320-HSR,0
24856436,216239,EFM-192A,0
24856436,216239,ES-2,0
24856436,216239,HCT-116,0
24856436,216239,HT-144,0
24856436,216239,HT-29,0
24856436,216239,LNCaP-Clone-FGC,0
24856436,216239,LOVO,0
24856436,216239,MDA-MB-436,0
24856436,216239,MSTO-211H,0
24856436,216239,NCI-H1650,0
24856436,216239,NCI-H2122,0
24856436,216239,NCI-H23,0
24856436,216239,NCI-H520,0
24856436,216239,OCUB-M,0
24856436,216239,OV-90,0
24856436,216239,OVCAR-3,0
24856436,216239,PA-1,0
24856436,216239,RKO,0
24856436,216239,RPMI-7951,0
24856436,216239,SK-MEL-30,0
24856436,216239,SK-MES-1,0
24856436,216239,SK-OV-3,0
24856436,216239,SW620,0
24856436,216239,SW837,0
24856436,216239,T47D,0
24856436,216239,UACC-62,0
24856436,216239,VCAP,0
24856436,24748204,A2058,0
24856436,24748204,A2780,0
24856436,24748204,A375,0
24856436,24748204,A427,0
24856436,24748204,COLO-320-HSR,0
24856436,24748204,EFM-192A,0
24856436,24748204,ES-2,0
24856436,24748204,HCT-116,1
24856436,24748204,HT-144,0
24856436,24748204,HT-29,0
24856436,24748204,LNCaP-Clone-FGC,0
24856436,24748204,LOVO,0
24856436,24748204,MDA-MB-436,0
24856436,24748204,MSTO-211H,0
24856436,24748204,NCI-H1650,1
24856436,24748204,NCI-H2122,0
24856436,24748204,NCI-H23,0
24856436,24748204,NCI-H520,0
24856436,24748204,OCUB-M,0
24856436,24748204,OV-90,0
24856436,24748204,OVCAR-3,0
24856436,24748204,PA-1,1
24856436,24748204,RKO,0
24856436,24748204,RPMI-7951,0
24856436,24748204,SK-MEL-30,0
24856436,24748204,SK-MES-1,0
24856436,24748204,SK-OV-3,1
24856436,24748204,SW620,0
24856436,24748204,SW837,0
24856436,24748204,T47D,0
24856436,24748204,UACC-62,1
24856436,24748204,VCAP,0
24856436,24958200,A2058,1
24856436,24958200,A2780,0
24856436,24958200,A375,1
24856436,24958200,A427,0
24856436,24958200,COLO-320-HSR,0
24856436,24958200,EFM-192A,0
24856436,24958200,ES-2,0
24856436,24958200,HCT-116,0
24856436,24958200,HT-144,0
24856436,24958200,HT-29,0
24856436,24958200,LNCaP-Clone-FGC,1
24856436,24958200,LOVO,0
24856436,24958200,MDA-MB-436,1
24856436,24958200,MSTO-211H,0
24856436,24958200,NCI-H1650,1
24856436,24958200,NCI-H2122,1
24856436,24958200,NCI-H23,0
24856436,24958200,NCI-H520,0
24856436,24958200,OCUB-M,1
24856436,24958200,OV-90,0
24856436,24958200,OVCAR-3,1
24856436,24958200,PA-1,1
24856436,24958200,RKO,1
24856436,24958200,RPMI-7951,1
24856436,24958200,SK-MEL-30,1
24856436,24958200,SK-MES-1,1
24856436,24958200,SK-OV-3,1
24856436,24958200,SW620,0
24856436,24958200,SW837,1
24856436,24958200,T47D,1
24856436,24958200,UACC-62,1
24856436,24958200,VCAP,0
24856436,3062316,A2058,1
24856436,3062316,A2058,1
24856436,3062316,A2780,1
24856436,3062316,A375,1
24856436,3062316,A375,1
24856436,3062316,A427,1
24856436,3062316,A427,1
24856436,3062316,COLO-320-HSR,0
24856436,3062316,COLO-320-HSR,0
24856436,3062316,EFM-192A,1
24856436,3062316,EFM-192A,0
24856436,3062316,ES-2,1
24856436,3062316,ES-2,1
24856436,3062316,HCT-116,1
24856436,3062316,HCT-116,1
24856436,3062316,HT-144,0
24856436,3062316,HT-29,1
24856436,3062316,HT-29,1
24856436,3062316,LNCaP-Clone-FGC,1
24856436,3062316,LOVO,1
24856436,3062316,LOVO,1
24856436,3062316,MDA-MB-436,1
24856436,3062316,MSTO-211H,1
24856436,3062316,NCI-H1650,1
24856436,3062316,NCI-H1650,1
24856436,3062316,NCI-H2122,0
24856436,3062316,NCI-H2122,0
24856436,3062316,NCI-H23,1
24856436,3062316,NCI-H23,1
24856436,3062316,NCI-H520,1
24856436,3062316,OCUB-M,1
24856436,3062316,OV-90,1
24856436,3062316,OVCAR-3,1
24856436,3062316,PA-1,1
24856436,3062316,PA-1,1
24856436,3062316,RKO,1
24856436,3062316,RPMI-7951,1
24856436,3062316,SK-MEL-30,1
24856436,3062316,SK-MES-1,1
24856436,3062316,SK-OV-3,1
24856436,3062316,SW620,1
24856436,3062316,SW620,1
24856436,3062316,SW837,1
24856436,3062316,T47D,1
24856436,3062316,UACC-62,1
24856436,3062316,VCAP,1
24856436,387447,A2058,0
24856436,387447,A2780,0
24856436,387447,A375,0
24856436,387447,A427,0
24856436,387447,COLO-320-HSR,0
24856436,387447,EFM-192A,0
24856436,387447,ES-2,0
24856436,387447,HCT-116,0
24856436,387447,HT-144,0
24856436,387447,HT-29,0
24856436,387447,LNCaP-Clone-FGC,0
24856436,387447,LOVO,0
24856436,387447,MDA-MB-436,0
24856436,387447,MSTO-211H,1
24856436,387447,NCI-H1650,0
24856436,387447,NCI-H2122,0
24856436,387447,NCI-H23,0
24856436,387447,NCI-H520,0
24856436,387447,OCUB-M,0
24856436,387447,OV-90,0
24856436,387447,OVCAR-3,0
24856436,387447,PA-1,0
24856436,387447,RKO,0
24856436,387447,RPMI-7951,0
24856436,387447,SK-MEL-30,0
24856436,387447,SK-MES-1,0
24856436,387447,SK-OV-3,0
24856436,387447,SW620,0
24856436,387447,SW837,0
24856436,387447,T47D,0
24856436,387447,UACC-62,0
24856436,387447,VCAP,0
24856436,45480520,A2058,1
24856436,45480520,A2780,0
24856436,45480520,A375,0
24856436,45480520,A427,0
24856436,45480520,COLO-320-HSR,0
24856436,45480520,EFM-192A,0
24856436,45480520,ES-2,0
24856436,45480520,HCT-116,0
24856436,45480520,HT-144,0
24856436,45480520,HT-29,0
24856436,45480520,LNCaP-Clone-FGC,0
24856436,45480520,LOVO,0
24856436,45480520,MDA-MB-436,0
24856436,45480520,MSTO-211H,0
24856436,45480520,NCI-H1650,0
24856436,45480520,NCI-H2122,0
24856436,45480520,NCI-H23,0
24856436,45480520,NCI-H520,0
24856436,45480520,OCUB-M,0
24856436,45480520,OV-90,0
24856436,45480520,OVCAR-3,0
24856436,45480520,PA-1,1
24856436,45480520,RKO,0
24856436,45480520,RPMI-7951,0
24856436,45480520,SK-MEL-30,0
24856436,45480520,SK-MES-1,0
24856436,45480520,SK-OV-3,1
24856436,45480520,SW620,0
24856436,45480520,SW837,0
24856436,45480520,T47D,0
24856436,45480520,UACC-62,0
24856436,45480520,VCAP,0
24856436,46926350,A2058,0
24856436,46926350,A2780,0
24856436,46926350,A375,0
24856436,46926350,A427,0
24856436,46926350,COLO-320-HSR,0
24856436,46926350,EFM-192A,0
24856436,46926350,ES-2,0
24856436,46926350,HCT-116,0
24856436,46926350,HT-144,0
24856436,46926350,HT-29,0
24856436,46926350,LNCaP-Clone-FGC,1
24856436,46926350,LOVO,0
24856436,46926350,MDA-MB-436,0
24856436,46926350,MSTO-211H,0
24856436,46926350,NCI-H1650,0
24856436,46926350,NCI-H2122,0
24856436,46926350,NCI-H23,0
24856436,46926350,NCI-H520,0
