drug_a,drug_b,cell_line,synergy
135398738,123631,MDA-MB-231,0
135398738,123631,OVCAR-8,0
135398738,216326,CCRF-CEM,0
135398738,216326,SF268,0
135398738,5799,K-562,0
4114,5394,M14,0
4114,5453,NCI-H226,0
4114,5453,TK10,0
4114,5453,UACC-257,0
4114,126941,KM12,0
4114,667490,NCI-H226,0
241902,657237,SF295,0
241902,657237,SK-MEL-28,0
241902,249332,T47D,0
241902,3011155,HOP-62,0
241902,5311,LOXIMVI,0
241902,6442177,T47D,0
119182,20279,COLO-205,0
119182,657237,COLO-205,0
119182,2733525,COLO-205,0
119182,163659,SF295,0
119182,5790,HOP-92,0
119182,3657,LOXIMVI,0
119182,4211,HCT-116,0
119182,241902,EKVX,0
119182,5453,SF539,0
119182,104741,TK10,0
119182,2187,A549,0
119182,126941,DU-145,0
45055483,60198,UACC-62,0
60699,77082,NCI-H322M,0
60699,119182,RPMI-8226,0
60699,60749,MOLT-4,0
60699,5453,MCF7,0
60699,126941,A498,0
60749,657237,786-0,0
60749,444795,EKVX,0
60749,2733525,NCI-H23,0
60749,2733525,SK-OV-3,0
60749,457193,SF268,0
60749,241902,EKVX,0
60749,241902,MDA-MB-468,0
60749,104741,NCI-H322M,0
60749,104741,UACC-257,0
60749,2187,RXF393,0
60749,644241,NCI-H23,0
148124,5790,PC-3,0
148124,6252,OVCAR-4,0
148124,3011155,RXF393,0
148124,104741,SF268,0
6252,457193,RPMI-8226,0
6252,2662,HOP-62,0
6252,2662,KM12,0
6252,126941,MCF7,0
6252,126941,PC-3,0
5453,3902,OVCAR-4,0
5453,2662,HCT-116,0
5426,72466,OVCAR-4,0
5426,457193,UACC-257,0
5426,5394,OVCAR-8,0
5426,241902,OVCAR-8,0
5426,241902,TK10,0
5426,249332,KM12,0
5426,126941,BT-549,0
5426,667490,HCC2998,0
5426,5935,LOXIMVI,0
104842,2733525,HCC2998,0
104842,2733525,PC-3,0
104842,426756,KM12,0
104842,5394,MDA-MB-468,0
104842,148124,UACC-62,0
104842,644241,SN12C,0
249332,2662,MDA-MB-468,0
249332,2662,SF268,0
249332,2662,SN12C,0
387447,9444,SK-MEL-28,0
387447,36314,A498,0
387447,6252,HCT-15,0
387447,667490,K-562,0
3011155,657237,IGROV-1,0
3011155,3657,A549,0
3011155,6252,DU-145,0
3011155,104741,A549,0
3011155,104741,CCRF-CEM,0
3011155,104741,KM12,0
3011155,104741,SF539,0
135413520,5799,IGROV-1,0
5311,3011155,BT-549,0
5311,3902,MOLT-4,0
5311,5352062,SF268,0
60953,20279,HL-60,0
60953,20279,RPMI-8226,0
60953,657237,KM12,0
60953,77082,CCRF-CEM,0
60953,2733525,ACHN,0
60953,426756,PC-3,0
60953,5790,SK-OV-3,0
60953,4211,HOP-92,0
60953,241902,SF539,0
60953,5453,T47D,0
60953,249332,MDA-MB-231,0
60953,104741,EKVX,0
60953,2662,KM12,0
60953,126941,BT-549,0
11683,60198,HT-29,0
11683,60198,SN12C,0
11683,62770,RXF393,0
11683,5799,CAKI-1,0
123631,216326,ACHN,0
123631,216326,SF539,0
104741,20279,RPMI-8226,0
104741,20279,SK-OV-3,0
104741,20279,SNB75,0
104741,657237,RXF393,0
104741,5790,SK-MEL-5,0
104741,5394,SF268,0
104741,5394,SF539,0
104741,5394,U251,0
104741,104842,HCC2998,0
104741,5311,MDA-MB-468,0
104741,3902,OVCAR-3,0
104741,2662,OVCAR-4,0
104741,9941095,HOP-92,0
2187,657237,HCC2998,0
2187,444795,COLO-205,0
2187,426756,COLO-205,0
2187,457193,HOP-92,0
2187,119182,ACHN,0
2187,6252,T47D,0
2187,5453,SF295,0
2187,104842,COLO-205,0
2187,60953,OVCAR-8,0
2187,123596,U251,0
2187,644241,DU-145,0
2187,644241,SR,0
2187,5352062,NCI-H322M,0
68740,9444,RPMI-8226,0
68740,3011155,HCC2998,0
68740,3902,MDA-MB-468,0
3062316,657237,UACC-257,0
3062316,444795,NCI-H322M,0
3062316,5284616,UACC-257,0
3062316,60953,MDA-MB-231,0
3062316,60953,UACC-257,0
3062316,3902,BT-549,0
3062316,3902,NCI-H226,0
6442177,9444,Hs-578-T,0
6442177,444795,HCT-15,0
6442177,444795,RXF393,0
6442177,2733525,MDA-MB-231,0
6442177,426756,Hs-578-T,0
6442177,3902,A549,0
126941,457193,OVCAR-8,0
126941,5311,CAKI-1,0
126941,5311,HCT-116,0
126941,5311,SW620,0
123596,444795,A549,0
123596,5394,SK-OV-3,0
123596,5394,SN12C,0
123596,3902,786-0,0
123596,2662,NCI-H522,0
9941095,20279,SF539,0
9941095,657237,MDA-MB-231,0
9941095,657237,UACC-62,0
9941095,119182,SNB75,0
9941095,3011155,U031,0
9941095,6442177,LOXIMVI,0
644241,657237,BT-549,0
644241,426756,T47D,0
644241,6252,MDA-MB-468,0
644241,667490,MDA-MB-468,0
406563,20279,A549,0
406563,657237,EKVX,0
406563,426756,EKVX,0
406563,426756,NCI-H226,0
406563,426756,UACC-62,0
406563,5790,BT-549,0
406563,457193,A498,0
406563,5453,UACC-62,0
406563,5311,A549,0
406563,3902,BT-549,0
406563,6442177,COLO-205,0
406563,6442177,SF539,0
406563,644241,OVCAR-5,0
2478,9444,SN12C,0
2478,20279,DU-145,0
2478,163659,UACC-257,0
2478,454216,HL-60,0
2478,457193,HCC2998,0
2478,457193,KM12,0
2478,241902,SN12C,0
2478,148124,HCT-15,0
2478,667490,A498,0
5329102,20279,RPMI-8226,0
5329102,36314,TK10,0
5329102,5790,SNB75,0
5329102,60749,OVCAR-3,0
5329102,5453,NCI-H226,0
5329102,3902,Hs-578-T,0
5329102,644241,MCF7,0
2723601,452548,MDA-MB-231,0
2723601,452548,NCI-H226,0
2723601,3385,PC-3,0
2723601,2708,SK-OV-3,0
2723601,6194,HCT-116,0
2723601,60198,UACC-62,0
2723601,62770,K-562,0
2723601,460612,HL-60,0
5352062,5790,BT-549,0
5352062,5394,DU-145,0
5352062,148124,DU-145,0
148121,657237,KM12,0
148121,5284616,BT-549,0
148121,457193,DU-145,0
148121,60953,SK-MEL-28,0
148121,60953,SK-OV-3,0
148121,3062316,SK-OV-3,0
9703,454216,NCI-H226,0
9703,104842,HOP-92,0
9703,104842,U251,0
9703,126941,DU-145,0
9703,667490,EKVX,0
9703,667490,HCC2998,0
9703,5935,CCRF-CEM,0
3950,452548,SK-OV-3,0
3950,36462,HCC2998,0
3950,71384,SNB75,0
3950,45055483,MDA-MB-468,0
3950,135413520,BT-549,0
3950,62770,SW620,0
3950,5799,BT-549,0
3950,5799,SN12C,0
62770,71384,LOXIMVI,0
29327,2733525,HT-29,0
29327,3657,OVCAR-4,0
29327,3657,SN12C,0
29327,4211,MDA-MB-468,0
29327,60749,UACC-257,0
29327,6252,NCI-H322M,0
29327,126941,NCI-H522,0
460612,452548,UACC-62,0
460612,36462,A549,0
460612,71384,SK-OV-3,0
460612,3385,HOP-62,0
460612,6194,TK10,0
460612,45055483,UACC-62,0
460612,5799,HCC2998,0
5799,20279,COLO-205,0
5799,444795,SK-MEL-5,0
5799,5790,SK-MEL-5,0
5799,5453,IGROV-1,0
5799,104842,PC-3,0
5799,9941095,TK10,0
9444,5284616,MOLT-4,0
9444,454216,NCI-H226,0
9444,104842,UACC-257,0
9444,644241,IGROV-1,0
20279,5790,PC-3,0
20279,5790,SNB75,0
20279,6252,SK-MEL-28,0
20279,5453,Hs-578-T,0
20279,5453,IGROV-1,0
20279,249332,KM12,0
3690,454216,NCI-H322M,0
3690,5790,SN12C,0
3690,119182,TK10,0
3690,60749,OVCAR-3,0
3690,148124,U251,0
3690,667490,DU-145,0
657237,457193,A549,0
657237,5453,NCI-H322M,0
444795,657237,SNB75,0
444795,5790,DU-145,0
444795,5453,EKVX,0
452548,36462,MDA-MB-231,0
452548,71384,KM12,0
443939,444795,OVCAR-8,0
443939,5394,K-562,0
443939,3011155,OVCAR-5,0
443939,123596,NCI-H322M,0
443939,644241,SK-OV-3,0
72466,20279,TK10,0
72466,657237,SK-MEL-2,0
72466,444795,OVCAR-3,0
72466,2733525,HCC2998,0
72466,5284616,HCC2998,0
72466,426756,CCRF-CEM,0
72466,119182,OVCAR-8,0
72466,5453,NCI-H322M,0
72466,3902,ACHN,0
72466,2662,HOP-62,0
72466,9941095,SK-MEL-28,0
72466,644241,A498,0
36314,5284616,HL-60,0
36314,60749,IGROV-1,0
451668,444795,786-0,0
451668,77082,HOP-62,0
451668,457193,ACHN,0
451668,457193,HL-60,0
451668,5394,M14,0
451668,4211,SK-MEL-28,0
451668,4211,SK-OV-3,0
451668,5935,U251,0
2123,452548,SK-MEL-28,0
2123,36462,M14,0
2123,4212,HCC2998,0
2123,6194,UACC-257,0
2123,60198,M14,0
2123,60198,MDA-MB-231,0
2123,11683,MDA-MB-468,0
2123,62770,SK-MEL-28,0
77082,36314,T47D,0
77082,5453,BT-549,0
77082,5453,RPMI-8226,0
77082,249332,SR,0
77082,3062316,HCC2998,0
135401907,9444,DU-145,0
135401907,444795,NCI-H23,0
135401907,72466,UACC-257,0
135401907,36314,COLO-205,0
135401907,77082,SK-MEL-28,0
135401907,2733525,BT-549,0
135401907,2733525,MDA-MB-468,0
135401907,454216,K-562,0
135401907,5790,OVCAR-3,0
135401907,5790,SK-OV-3,0
135401907,457193,SK-OV-3,0
135401907,241902,UACC-62,0
135401907,249332,SF539,0
135401907,5799,MCF7,0
36462,71384,UACC-257,0
36462,45055483,BT-549,0
36462,135413520,A549,0
36462,60198,A498,0
36462,60198,UACC-257,0
36462,123631,OVCAR-4,0
6239,657237,RPMI-8226,0
6239,657237,SF295,0
6239,36314,COLO-205,0
6239,36314,MCF7,0
6239,454216,LOXIMVI,0
6239,5394,NCI-H322M,0
6239,4211,K-562,0
6239,60749,UACC-257,0
6239,6252,SF539,0
6239,5453,NCI-H226,0
6239,104842,SF295,0
6239,126941,BT-549,0
2733525,657237,SK-MEL-28,0
2733525,3902,IGROV-1,0
123608,657237,HCC2998,0
123608,77082,HOP-92,0
123608,5284616,A549,0
123608,60749,KM12,0
123608,60749,T47D,0
123608,5453,NCI-H226,0
123608,5799,PC-3,0
3385,452548,HCC2998,0
3385,36462,Hs-578-T,0
3385,4212,HT-29,0
3385,4212,SK-OV-3,0
3385,45055483,MCF7,0
439693,20279,786-0,0
439693,444795,UACC-257,0
439693,4211,HT-29,0
439693,60749,HCC2998,0
439693,60749,NCI-H522,0
439693,60749,PC-3,0
439693,6252,OVCAR-5,0
439693,126941,M14,0
5284616,444795,HOP-92,0
5284616,426756,A549,0
5284616,3657,BT-549,0
5284616,5394,IGROV-1,0
5284616,5394,U251,0
5284616,3011155,RPMI-8226,0
5284616,60953,KM12,0
5284616,2187,HCT-116,0
5284616,3902,A498,0
426756,657237,CCRF-CEM,0
426756,126941,SNB75,0
163659,20279,MDA-MB-468,0
163659,657237,DU-145,0
163659,657237,LOXIMVI,0
163659,457193,U031,0
163659,5453,RXF393,0
163659,123596,CAKI-1,0
163659,5352062,A549,0
454216,9444,CAKI-1,0
454216,426756,T47D,0
454216,5790,BT-549,0
454216,104842,TK10,0
454216,2662,SF295,0
4842,9444,MDA-MB-231,0
4842,36314,DU-145,0
4842,457193,HOP-92,0
4842,60749,NCI-H23,0
4842,5453,KM12,0
4842,249332,COLO-205,0
2907,20279,NCI-H23,0
2907,444795,U251,0
2907,77082,SK-MEL-28,0
2907,5284616,U251,0
2907,3657,EKVX,0
2907,3657,NCI-H23,0
2907,5394,SF295,0
9887053,457193,HT-29,0
9887053,5394,OVCAR-3,0
9887053,5394,SF539,0
9887053,148124,HCT-116,0
9887053,104842,M14,0
9887053,667490,786-0,0
9887053,667490,A498,0
5746,657237,UACC-257,0
5746,72466,HL-60,0
5746,77082,HCT-116,0
5746,77082,SK-OV-3,0
5746,457193,CAKI-1,0
5746,4211,PC-3,0
5746,148124,K-562,0
5746,249332,NCI-H226,0
5746,667490,HCT-116,0
5746,667490,NCI-H226,0
5790,2662,SK-MEL-28,0
2141,9444,LOXIMVI,0
2141,2733525,K-562,0
2141,5790,RPMI-8226,0
2141,5790,T47D,0
2141,60749,SK-MEL-28,0
2141,6252,786-0,0
2141,126941,A498,0
2141,667490,NCI-H226,0
2141,5935,U251,0
2141,5799,SK-MEL-5,0
2708,36462,IGROV-1,0
2708,36462,RXF393,0
2708,3385,TK10,0
2708,135413520,COLO-205,0
2708,135413520,HOP-92,0
2708,216326,OVCAR-3,0
2708,216326,U251,0
2708,3950,SW620,0
2708,62770,HOP-62,0
3657,9444,SK-MEL-5,0
3657,657237,DU-145,0
3657,444795,M14,0
3657,5790,HT-29,0
3657,457193,KM12,0
3657,5453,LOXIMVI,0
3657,2662,NCI-H322M,0
3657,3062316,KM12,0
3657,9941095,NCI-H322M,0
3657,9941095,NCI-H522,0
6194,36462,OVCAR-3,0
6194,71384,BT-549,0
6194,135413520,OVCAR-8,0
6194,60198,HL-60,0
6194,60198,OVCAR-5,0
6194,11683,A498,0
6194,216326,786-0,0
6194,62770,IGROV-1,0
6194,62770,OVCAR-5,0
6194,5799,ACHN,0
6194,5799,OVCAR-3,0
6194,5799,SN12C,0
5394,657237,NCI-H23,0
5394,444795,M14,0
5394,457193,PC-3,0
5394,6252,M14,0
5394,249332,SK-MEL-28,0
5394,2662,HOP-62,0
5394,126941,A498,0
57469,454216,SK-MEL-28,0
57469,5394,HCT-15,0
57469,148124,HT-29,0
57469,249332,K-562,0
57469,126941,T47D,0
57469,667490,SF295,0
57469,5799,UACC-257,0
4211,5284616,HOP-92,0
4211,6252,SK-MEL-5,0
4211,5453,BT-549,0
4211,249332,U251,0
4211,249332,UACC-62,0
4211,3011155,A549,0
4211,2662,HT-29,0
4211,9941095,MDA-MB-468,0
4211,5329102,OVCAR-3,0
2578,77082,A498,0
2578,163659,786-0,0
2578,241902,NCI-H226,0
2578,60749,MCF7,0
2578,60749,SF295,0
2578,6252,786-0,0
2578,126941,NCI-H322M,0
135398738,452548,SNB75,0
135398738,4212,HOP-92,0
135398738,45055483,HCT-15,0
135398738,45055483,PC-3,0
135398738,135413520,HCT-15,0
135398738,135413520,SNB75,0
135398738,216326,M14,0
4114,657237,SF295,0
4114,5284616,CAKI-1,0
4114,163659,A498,0
4114,3657,HT-29,0
4114,241902,ACHN,0
4114,119182,A498,0
4114,60749,HCC2998,0
4114,60749,SW620,0
4114,5453,HOP-62,0
4114,667490,SK-MEL-28,0
4114,5799,RXF393,0
241902,426756,HCC2998,0
241902,6252,MDA-MB-468,0
241902,5311,CAKI-1,0
241902,3902,HOP-92,0
241902,6442177,ACHN,0
241902,6442177,CCRF-CEM,0
119182,77082,IGROV-1,0
119182,426756,OVCAR-4,0
119182,5790,COLO-205,0
119182,5790,MDA-MB-468,0
119182,5394,LOXIMVI,0
119182,4211,U251,0
119182,241902,KM12,0
45055483,60198,HL-60,0
45055483,60198,OVCAR-4,0
60699,5453,HCC2998,0
60699,5453,HCT-15,0
60749,2733525,BT-549,0
60749,426756,OVCAR-4,0
60749,426756,SN12C,0
60749,457193,LOXIMVI,0
60749,3657,SK-OV-3,0
60749,4211,SK-OV-3,0
60749,241902,Hs-578-T,0
60749,3011155,ACHN,0
60749,2187,SF295,0
60749,2187,SN12C,0
60749,3902,TK10,0
148124,657237,TK10,0
148124,426756,NCI-H522,0
148124,5394,PC-3,0
148124,119182,OVCAR-4,0
6252,5790,OVCAR-4,0
5453,2662,786-0,0
5453,126941,NCI-H522,0
5426,444795,SK-MEL-5,0
5426,454216,NCI-H322M,0
5426,457193,OVCAR-3,0
5426,5394,HCT-15,0
5426,4211,NCI-H23,0
5426,5453,NCI-H226,0
104842,657237,SF268,0
104842,36314,TK10,0
104842,5284616,KM12,0
104842,5394,SN12C,0
104842,60749,K-562,0
104842,249332,KM12,0
104842,104741,SF268,0
104842,3902,K-562,0
104842,3902,RPMI-8226,0
104842,3902,U031,0
249332,457193,NCI-H23,0
249332,6252,NCI-H23,0
249332,2662,K-562,0
387447,60749,NCI-H522,0
3011155,77082,SN12C,0
3011155,163659,OVCAR-3,0
3011155,5790,NCI-H522,0
3011155,241902,EKVX,0
3011155,5453,A549,0
3011155,5453,BT-549,0
3011155,249332,MCF7,0
3011155,2187,UACC-257,0
3011155,123596,A498,0
3011155,123596,SN12C,0
135413520,60198,MCF7,0
135413520,5799,786-0,0
5311,657237,A549,0
5311,2733525,A549,0
5311,2733525,SN12C,0
5311,5284616,TK10,0
5311,426756,OVCAR-5,0
5311,457193,KM12,0
5311,241902,HT-29,0
5311,241902,PC-3,0
5311,119182,OVCAR-3,0
5311,2187,SNB75,0
60953,20279,SF539,0
60953,657237,SF539,0
60953,2733525,K-562,0
60953,457193,DU-145,0
60953,5394,IGROV-1,0
60953,5394,U031,0
60953,6252,RPMI-8226,0
60953,126941,COLO-205,0
60953,123596,LOXIMVI,0
60198,123631,K-562,0
60198,216326,UACC-257,0
11683,71384,KM12,0
11683,135413520,SK-MEL-2,0
11683,60198,SNB75,0
11683,3950,HT-29,0
104741,5284616,KM12,0
104741,426756,U251,0
104741,5394,ACHN,0
104741,5453,A498,0
104741,123596,KM12,0
104741,123596,OVCAR-5,0
104741,123596,SN12C,0
2187,20279,COLO-205,0
2187,5284616,RXF393,0
2187,426756,Hs-578-T,0
2187,426756,T47D,0
2187,5790,EKVX,0
2187,6252,HCT-15,0
2187,5453,K-562,0
2187,5453,M14,0
2187,104842,K-562,0
2187,60953,SF295,0
2187,3902,COLO-205,0
2187,3062316,SNB75,0
2187,9941095,SF295,0
2187,644241,T47D,0
2187,5352062,NCI-H226,0
2662,3902,OVCAR-4,0
2662,3902,PC-3,0
68740,657237,NCI-H322M,0
68740,657237,SR,0
68740,457193,OVCAR-4,0
68740,5394,EKVX,0
68740,5394,M14,0
68740,5394,SF268,0
68740,5394,TK10,0
68740,3011155,HCT-116,0
68740,6442177,SK-MEL-5,0
68740,5329102,TK10,0
3062316,444795,KM12,0
3062316,5790,IGROV-1,0
3062316,3011155,A549,0
3062316,3902,TK10,0
3062316,2662,KM12,0
6442177,20279,DU-145,0
6442177,5284616,RPMI-8226,0
6442177,426756,SF539,0
6442177,60749,BT-549,0
6442177,249332,NCI-H226,0
6442177,5311,UACC-257,0
6442177,3062316,LOXIMVI,0
126941,5311,SK-OV-3,0
126941,6442177,HOP-92,0
123596,444795,SN12C,0
123596,426756,SW620,0
123596,5790,UACC-62,0
123596,5394,A549,0
123596,6252,A549,0
123596,5453,SK-OV-3,0
123596,3902,EKVX,0
9941095,9444,HCT-15,0
9941095,3011155,OVCAR-5,0
9941095,5311,A498,0
9941095,60953,HL-60,0
9941095,2662,IGROV-1,0
9941095,644241,SW620,0
644241,20279,IGROV-1,0
644241,657237,SF268,0
644241,444795,MDA-MB-231,0
644241,2733525,UACC-257,0
644241,426756,TK10,0
644241,241902,TK10,0
644241,5453,KM12,0
644241,123596,NCI-H23,0
406563,20279,SN12C,0
406563,657237,HOP-92,0
406563,657237,SF268,0
406563,444795,CCRF-CEM,0
406563,5394,SK-OV-3,0
406563,60749,IGROV-1,0
406563,60749,PC-3,0
406563,5453,MCF7,0
406563,3011155,ACHN,0
406563,2662,IGROV-1,0
406563,2662,OVCAR-4,0
406563,3062316,HOP-62,0
406563,123596,786-0,0
2478,657237,HCC2998,0
2478,443939,TK10,0
2478,72466,OVCAR-8,0
2478,36314,BT-549,0
2478,2733525,RPMI-8226,0
2478,5284616,MOLT-4,0
2478,454216,A498,0
2478,119182,HOP-92,0
2478,60749,HOP-92,0
2478,5935,MDA-MB-468,0
5329102,657237,UACC-257,0
5329102,5284616,HL-60,0
5329102,457193,KM12,0
5329102,119182,TK10,0
5329102,6252,T47D,0
5329102,2662,BT-549,0
5329102,2662,SF539,0
5329102,644241,RPMI-8226,0
2723601,36462,A549,0
2723601,4212,EKVX,0
2723601,2708,K-562,0
2723601,135398738,ACHN,0
2723601,135398738,SK-MEL-5,0
2723601,135413520,A549,0
2723601,3950,RXF393,0
2723601,3950,SK-OV-3,0
2723601,460612,EKVX,0
2723601,460612,OVCAR-3,0
2723601,460612,SW620,0
5352062,657237,T47D,0
5352062,454216,HCT-116,0
5352062,5394,SF268,0
5352062,241902,HT-29,0
5352062,3011155,HL-60,0
5352062,3011155,UACC-257,0
5352062,644241,COLO-205,0
5352062,644241,U031,0
148121,36314,CCRF-CEM,0
148121,426756,HCC2998,0
148121,5394,ACHN,0
148121,5394,U031,0
148121,5453,HOP-62,0
148121,5453,SF539,0
148121,6442177,IGROV-1,0
148121,6442177,T47D,0
148121,123596,SF539,0
148121,123596,T47D,0
148121,644241,NCI-H23,0
148121,5352062,SR,0
9703,5394,A498,0
9703,241902,HOP-62,0
9703,60749,BT-549,0
9703,249332,TK10,0
9703,126941,UACC-257,0
3950,71384,LOXIMVI,0
3950,45055483,MCF7,0
3950,60198,MDA-MB-231,0
3950,60198,RPMI-8226,0
29327,9444,NCI-H23,0
29327,20279,HOP-62,0
29327,5284616,K-562,0
29327,163659,DU-145,0
29327,5790,RXF393,0
29327,3657,CAKI-1,0
29327,3657,MDA-MB-231,0
29327,6252,OVCAR-3,0
29327,667490,UACC-257,0
460612,452548,RXF393,0
460612,71384,A549,0
460612,135398738,U031,0
460612,135413520,ACHN,0
460612,11683,SW620,0
460612,62770,HOP-62,0
460612,62770,U251,0
460612,5799,NCI-H522,0
5799,20279,SF268,0
5799,2733525,MDA-MB-231,0
5799,5284616,MCF7,0
5799,5790,PC-3,0
5799,5394,K-562,0
5799,104842,COLO-205,0
9444,5790,NCI-H226,0
9444,457193,SF268,0
9444,241902,K-562,0
9444,6252,OVCAR-4,0
9444,6252,OVCAR-5,0
9444,249332,SN12C,0
9444,2187,A549,0
9444,2187,IGROV-1,0
20279,5790,TK10,0
20279,249332,RXF393,0
20279,3902,NCI-H522,0
3690,444795,SW620,0
3690,72466,HL-60,0
3690,77082,NCI-H23,0
3690,5790,OVCAR-3,0
3690,148124,M14,0
3690,5453,OVCAR-4,0
3690,249332,K-562,0
3690,249332,NCI-H23,0
3690,5799,OVCAR-4,0
657237,249332,SR,0
657237,249332,SW620,0
657237,3902,HT-29,0
444795,5790,SW620,0
444795,5453,OVCAR-5,0
444795,249332,U031,0
452548,443939,OVCAR-3,0
443939,5284616,IGROV-1,0
443939,5284616,TK10,0
443939,457193,NCI-H23,0
443939,457193,OVCAR-8,0
443939,5394,OVCAR-3,0
443939,119182,MDA-MB-468,0
443939,6252,HOP-62,0
443939,6252,NCI-H322M,0
443939,5453,KM12,0
443939,5453,OVCAR-3,0
443939,3011155,RXF393,0
443939,3011155,TK10,0
443939,60953,HCT-116,0
443939,60953,SK-OV-3,0
443939,123596,HT-29,0
443939,123596,SK-MEL-5,0
443939,5329102,HOP-92,0
72466,119182,HT-29,0
72466,5453,A549,0
72466,104842,OVCAR-3,0
72466,5311,MCF7,0
72466,9941095,NCI-H522,0
72466,5329102,ACHN,0
72466,5329102,CAKI-1,0
36314,20279,PC-3,0
36314,5790,A498,0
36314,457193,HL-60,0
36314,3011155,OVCAR-4,0
451668,9444,NCI-H226,0
451668,657237,SF295,0
451668,36314,SF268,0
451668,3657,HOP-92,0
2123,452548,RPMI-8226,0
2123,3385,RPMI-8226,0
2123,4212,PC-3,0
2123,6194,NCI-H522,0
2123,6194,SK-MEL-28,0
2123,135413520,EKVX,0
2123,135413520,NCI-H322M,0
77082,20279,NCI-H226,0
77082,2733525,OVCAR-3,0
77082,2733525,RXF393,0
77082,426756,UACC-257,0
77082,5394,NCI-H226,0
77082,148124,OVCAR-8,0
77082,148124,SNB75,0
77082,3062316,HCT-116,0
77082,123596,MDA-MB-231,0
77082,123596,PC-3,0
77082,9941095,OVCAR-4,0
135401907,20279,LOXIMVI,0
135401907,657237,SK-MEL-28,0
135401907,444795,PC-3,0
135401907,444795,SK-MEL-28,0
135401907,454216,786-0,0
135401907,454216,TK10,0
135401907,3657,SK-MEL-5,0
135401907,241902,HCT-116,0
135401907,119182,SNB75,0
135401907,119182,T47D,0
135401907,249332,T47D,0
36462,71384,SN12C,0
36462,135413520,786-0,0
36462,135413520,LOXIMVI,0
36462,60198,U031,0
6239,457193,BT-549,0
6239,4211,SF268,0
6239,241902,NCI-H23,0
6239,104842,SNB75,0
6239,249332,OVCAR-3,0
71384,60198,SK-MEL-2,0
2733525,20279,NCI-H226,0
2733525,2662,ACHN,0
123608,20279,HCT-15,0
123608,20279,MCF7,0
123608,20279,NCI-H226,0
123608,657237,Hs-578-T,0
123608,657237,MDA-MB-468,0
123608,444795,SF539,0
123608,444795,SNB75,0
123608,5284616,HOP-62,0
123608,163659,RXF393,0
123608,454216,HOP-92,0
123608,249332,A498,0
123608,249332,COLO-205,0
123608,5935,T47D,0
3385,36462,SF268,0
3385,71384,RPMI-8226,0
3385,71384,U251,0
3385,4212,SK-MEL-2,0
3385,135398738,SF539,0
3385,45055483,LOXIMVI,0
3385,135413520,HOP-62,0
3385,60198,PC-3,0
439693,444795,LOXIMVI,0
439693,72466,RPMI-8226,0
439693,2733525,KM12,0
439693,457193,SK-MEL-28,0
439693,5394,SF539,0
439693,60749,SF295,0
439693,249332,HCC2998,0
439693,249332,LOXIMVI,0
439693,126941,SK-MEL-28,0
439693,667490,SF268,0
5284616,20279,COLO-205,0
5284616,657237,COLO-205,0
5284616,657237,SK-OV-3,0
5284616,457193,CCRF-CEM,0
5284616,6252,RXF393,0
5284616,60953,RXF393,0
426756,20279,HOP-62,0
426756,657237,SK-MEL-28,0
426756,457193,RXF393,0
426756,5453,HOP-92,0
454216,9444,SK-MEL-5,0
454216,444795,NCI-H226,0
454216,5284616,SW620,0
454216,6252,HCT-15,0
454216,104842,SF268,0
4842,444795,SN12C,0
4842,36314,786-0,0
4842,454216,U031,0
4842,457193,HCT-15,0
4842,5394,SK-MEL-5,0
4842,5394,SNB75,0
4842,4211,HCT-15,0
4842,60749,A549,0
4842,5935,HCT-15,0
4842,5935,UACC-257,0
2907,9444,T47D,0
2907,72466,EKVX,0
2907,163659,786-0,0
2907,454216,MCF7,0
2907,5394,SK-MEL-5,0
2907,5394,SNB75,0
2907,4211,SK-MEL-5,0
2907,241902,T47D,0
2907,60749,U251,0
2907,148124,A549,0
2907,126941,786-0,0
9887053,657237,SF295,0
9887053,60749,HCT-116,0
9887053,60749,K-562,0
9887053,667490,SF295,0
5746,444795,OVCAR-5,0
5746,454216,RXF393,0
5746,5790,COLO-205,0
5746,5790,Hs-578-T,0
5746,5790,SN12C,0
5746,457193,786-0,0
5746,667490,NCI-H23,0
5790,5453,HOP-62,0
5790,3902,786-0,0
5790,3902,OVCAR-4,0
4212,135413520,SK-MEL-5,0
4212,60198,CAKI-1,0
2141,657237,MCF7,0
2141,444795,M14,0
2141,667490,OVCAR-5,0
2708,443939,M14,0
2708,2123,ACHN,0
2708,2123,HOP-92,0
2708,2123,MOLT-4,0
2708,6194,IGROV-1,0
2708,135398738,K-562,0
2708,135398738,SK-MEL-5,0
2708,60198,KM12,0
2708,11683,786-0,0
2708,3950,HCC2998,0
2708,62770,SF295,0
2708,62770,U251,0
2708,460612,NCI-H226,0
3657,657237,SK-MEL-2,0
3657,2733525,PC-3,0
3657,249332,SF295,0
3657,3902,NCI-H522,0
3657,3062316,IGROV-1,0
3657,6442177,NCI-H23,0
6194,45055483,NCI-H23,0
6194,11683,U251,0
6194,123631,HCT-116,0
6194,3950,T47D,0
6194,5799,EKVX,0
6194,5799,U251,0
5394,444795,U251,0
5394,2733525,A498,0
5394,426756,KM12,0
5394,5790,EKVX,0
5394,457193,SR,0
5394,2662,SK-OV-3,0
57469,36314,SK-MEL-28,0
57469,77082,NCI-H226,0
57469,77082,NCI-H322M,0
57469,2733525,SF539,0
57469,148124,A498,0
4211,5284616,SF539,0
4211,426756,CCRF-CEM,0
4211,249332,SW620,0
